feature,category,w_grabmyo_vs_impaired,w_grabmyo_vs_healthy_arm,stroke_specific_shift,mean_grabmyo,std_grabmyo,mean_impaired,std_impaired,mean_healthy_arm,std_healthy_arm
ch13_rms_accel,temporal (rms),0.5327203802981463,0.440651696974781,0.09206868332336526,0.007610612083226442,1.0084519386291504,-0.009030458517372608,0.8302354216575623,0.0007881789933890104,1.313476800918579
ch9_env_rms_accel,temporal (env_rms),0.5324501451271957,0.45739604872930917,0.07505409639788652,-0.001268030027858913,1.006712555885315,-0.010124877095222473,0.8138694167137146,0.0037411481607705355,1.3855006694793701
ch0_wl_accel,temporal (wl),0.5307608915195694,0.4526270040764546,0.07813388744311478,-0.0026466595008969307,1.0117638111114502,-0.0038625067099928856,0.8483852744102478,0.006294459104537964,1.373344898223877
ch13_mav_accel,temporal (mav),0.5306796867277931,0.43474584658941023,0.09593384013838285,0.006881640292704105,1.0086491107940674,-0.008058483712375164,0.8264046311378479,0.0012830161722376943,1.3265119791030884
ch4_ch9_env_rms_ratio_delta,temporal (ch9_env_rms_ratio),0.5286309007338169,0.4479231648011963,0.0807077359326206,0.002359229139983654,0.9996169209480286,-0.011905263178050518,0.874519944190979,0.0066331857815384865,1.1024638414382935
ch4_wl_accel,temporal (wl),0.5280433248450158,0.4420883240572059,0.08595500078780993,-0.002167739439755678,1.0175279378890991,-0.00580149982124567,0.8334689736366272,0.003160757478326559,1.35850191116333
rest_activity_delta,other,0.5252879755553447,0.4307654019697236,0.09452257358562105,0.0026373162399977446,1.0080504417419434,-0.016972625628113747,0.818448543548584,0.02290918119251728,1.3143600225448608
ch9_wl_accel,temporal (wl),0.5146078663251485,0.44194772154757267,0.07266014477757587,-0.0028223181143403053,1.0086069107055664,-0.006177724339067936,0.8388382196426392,0.00666524562984705,1.3460561037063599
flexor_extensor_ratio_delta,cross-channel,0.5125360610632428,0.45139681284478556,0.06113924821845723,-0.016154199838638306,0.9985091686248779,0.0018710606964305043,0.9871082901954651,-0.006696722470223904,1.055816650390625
ch0_ch4_rms_ratio_delta,temporal (ch4_rms_ratio),0.5115118855535487,0.4460292517062828,0.06548263384726583,-0.008024191483855247,1.0010342597961426,0.0005868535372428596,0.9127854108810425,-0.0015472350642085075,1.0895267724990845
ch13_rms_delta,temporal (rms),0.5100459771333105,0.37357260821066357,0.1364733689226469,0.007065019570291042,1.0035260915756226,-0.018461840227246284,0.8375267386436462,0.017478853464126587,1.3024083375930786
ch9_ch13_env_rms_ratio_delta,temporal (ch13_env_rms_ratio),0.5087348671857038,0.48673555356555415,0.021999313620149674,-0.015135025605559349,0.9953343868255615,-0.00298965978436172,0.9526146054267883,-0.00847921334207058,1.1314057111740112
ch0_mav_accel,temporal (mav),0.5068621645990744,0.3963503376244028,0.1105118269746716,-0.002288967836648226,1.0123767852783203,-0.003608940402045846,0.8393125534057617,0.0029966733418405056,1.3914082050323486
ch0_rms_accel,temporal (rms),0.5067684912543875,0.397428220555476,0.1093402706989115,-0.0020448234863579273,1.012028455734253,-0.003415878862142563,0.8417162299156189,0.002901667496189475,1.3574150800704956
ch4_rms_accel,temporal (rms),0.5057605578215512,0.40528778606244487,0.1004727717591063,0.0006667212001048028,1.0178766250610352,-0.007765946909785271,0.8421738147735596,0.005108972080051899,1.33159339427948
ch4_mav_accel,temporal (mav),0.5057263588595711,0.40270803973314595,0.10301831912642512,2.9756482035736553e-05,1.0175131559371948,-0.007667751982808113,0.8441479802131653,0.0033551545348018408,1.3423998355865479
ch0_ch4_mav_ratio_delta,temporal (ch4_mav_ratio),0.5049302642641716,0.4416020505452438,0.06332821371892783,-0.007428465876728296,1.0016987323760986,0.0014328181277960539,0.905330240726471,-0.0009536626166664064,1.1230037212371826
extensor_activity_delta,cross-channel,0.504114804186794,0.3776941438909959,0.12642066029579807,0.005188093986362219,1.0084465742111206,-0.019166771322488785,0.8216484785079956,0.021126501262187958,1.3008977174758911
ch0_env_rms_delta,temporal (env_rms),0.5027906454727349,0.3758913545817233,0.1268992908910116,-0.0011342704528942704,1.006772518157959,-0.01089237816631794,0.8382082581520081,0.021008485928177834,1.287967324256897
ch13_mav_delta,temporal (mav),0.5010086742848832,0.3552722261362571,0.14573644814862607,0.006800119299441576,1.0031577348709106,-0.01743115298449993,0.8363121151924133,0.017262326553463936,1.3008993864059448
ch4_env_rms_delta,temporal (env_rms),0.49946821641036326,0.3749093970868285,0.12455881932353474,0.000306444417219609,1.0136560201644897,-0.018475286662578583,0.8110691905021667,0.022520015016198158,1.2872849702835083
ch0_wl_delta,temporal (wl),0.4951433720178786,0.37550298602240145,0.11964038599547716,-0.0018974054837599397,1.008652687072754,-0.011579575948417187,0.8197236061096191,0.02251049317419529,1.3535122871398926
ch4_ch9_rms_ratio_delta,temporal (ch9_rms_ratio),0.4929892608064488,0.39622208147248783,0.09676717933396095,0.0031072054989635944,0.9995277523994446,-0.0105585353448987,0.8710354566574097,0.007764923386275768,1.1052833795547485
ch4_wl_delta,temporal (wl),0.4923845072769135,0.351844716777038,0.14053979049987553,-0.0013237377861514688,1.0151516199111938,-0.016213126480579376,0.8032130599021912,0.025521092116832733,1.3437550067901611
ch9_mav_accel,temporal (mav),0.48787573468527007,0.37526805668352553,0.11260767800174454,-0.0017690887907519937,1.0070210695266724,-0.008965553715825081,0.8177818059921265,0.003774665528908372,1.3932616710662842
ch9_rms_accel,temporal (rms),0.4848316853810469,0.37512372007928674,0.10970796530176014,-0.001680266810581088,1.0055747032165527,-0.009761138819158077,0.8282322883605957,0.00324444891884923,1.3781018257141113
ch4_ch9_mav_ratio_delta,temporal (ch9_mav_ratio),0.4829258867290461,0.38425167453340286,0.09867421219564326,0.0028521246276795864,0.9987637400627136,-0.012849544174969196,0.8822511434555054,0.007750068791210651,1.1284220218658447
ch9_wl_delta,temporal (wl),0.48278837911157757,0.3710056836281701,0.11178269548340747,-0.0016506013926118612,1.011530876159668,-0.012920217588543892,0.825269341468811,0.02181113325059414,1.3353652954101562
ch0_rms_delta,temporal (rms),0.477157836836951,0.3260196796083795,0.1511381572285715,-0.0014365740353241563,1.0059908628463745,-0.008704561740159988,0.8282489776611328,0.018380220979452133,1.287548542022705
ch9_env_rms_delta,temporal (env_rms),0.4768174396640915,0.3507994987415112,0.12601794092258034,-0.0014555969974026084,1.0095354318618774,-0.015835151076316833,0.8100794553756714,0.02080039493739605,1.3448930978775024
ch4_rms_delta,temporal (rms),0.4724616820982853,0.32657503099196566,0.14588665110631965,0.0005505764274857938,1.0131193399429321,-0.017670387402176857,0.8231346607208252,0.022818226367235184,1.2855045795440674
ch9_ch13_rms_ratio_delta,temporal (ch13_rms_ratio),0.4704408775836502,0.4416643482845719,0.028776529299078313,-0.01540473010390997,0.9962940812110901,-0.00425236439332366,0.9459409713745117,-0.008875839412212372,1.1424683332443237
ch0_mav_delta,temporal (mav),0.4682839683864533,0.31241993478651237,0.15586403359994094,-0.0015027561457827687,1.0068963766098022,-0.009267483837902546,0.8229917287826538,0.01990380510687828,1.3227289915084839
ch9_ch13_mav_ratio_delta,temporal (ch13_mav_ratio),0.4657859555572257,0.43737034682275155,0.02841560873447413,-0.015223520807921886,0.9945361614227295,-0.003052030224353075,0.9488717913627625,-0.006869955454021692,1.1555269956588745
flexor_activity_delta,cross-channel,0.4650465411133161,0.32419115202967663,0.14085538908363948,-0.0016774386167526245,1.0064496994018555,-0.011850666254758835,0.8120257258415222,0.019252516329288483,1.3191114664077759
ch4_mav_delta,temporal (mav),0.4637432311545736,0.3098740363016992,0.15386919485287442,0.0001417814928572625,1.0124874114990234,-0.01848856545984745,0.8219161629676819,0.021730273962020874,1.3058489561080933
ch9_rms_delta,temporal (rms),0.44916850731655555,0.3042722080835111,0.14489629923304448,-0.002034396631643176,1.0086511373519897,-0.01507546752691269,0.8072721362113953,0.019131207838654518,1.3441472053527832
ch9_mav_delta,temporal (mav),0.4449082338674233,0.2916668129607112,0.1532414209067121,-0.0019705381710082293,1.0092437267303467,-0.014596963301301003,0.7974214553833008,0.020693659782409668,1.3550087213516235
ch4_ch13_env_rms_diff_delta,temporal (ch13_env_rms_diff),0.4395993157118337,0.23131901639725347,0.20828029931458023,-0.006788813043385744,0.9976310729980469,-0.005824580788612366,0.8024619221687317,0.00702728983014822,1.3237860202789307
ch4_ch13_rms_diff_delta,temporal (ch13_rms_diff),0.4383792677901777,0.22986012509574072,0.208519142694437,-0.006187361665070057,0.9965457320213318,-0.002138477982953191,0.8050217032432556,0.009348189458251,1.3203105926513672
ch0_ch13_env_rms_diff_delta,temporal (ch13_env_rms_diff),0.43116259355255615,0.20608102384726654,0.2250815697052896,-0.010278880596160889,0.9999724626541138,0.004769397899508476,0.81498783826828,0.01186350081115961,1.354999303817749
ch0_ch4_env_rms_diff_delta,temporal (ch4_env_rms_diff),0.42616816115083134,0.15117028596884804,0.27499787518198326,-0.0028915065340697765,1.0152162313461304,0.004971591290086508,0.7903129458427429,0.008111448958516121,1.333372712135315
ch0_ch13_rms_diff_delta,temporal (ch13_rms_diff),0.4222750316792217,0.1930511208276477,0.229223910851574,-0.009939257055521011,0.999509334564209,0.008126459084451199,0.8137764930725098,0.009613691829144955,1.3570187091827393
ch0_ch4_rms_diff_delta,temporal (ch4_rms_diff),0.4179811227237093,0.1408126411152167,0.2771684816084926,-0.004132652189582586,1.0148285627365112,0.005886188708245754,0.792076051235199,0.005938466172665358,1.3314635753631592
ch9_ch13_env_rms_diff_delta,temporal (ch13_env_rms_diff),0.4112300071727315,0.1883315404572495,0.222898466715482,-0.00815222505480051,0.9985234141349792,0.001667470089159906,0.8101969361305237,0.0025634460616856813,1.3730727434158325
ch0_ch13_env_rms_diff_prev,temporal (ch13_env_rms_diff),0.41080368460294886,0.4085022003014822,0.0023014843014666497,0.006348200608044863,1.0087387561798096,-0.03909130021929741,0.7360473275184631,0.12524265050888062,1.4692386388778687
ch0_ch13_rms_diff_prev,temporal (ch13_rms_diff),0.41019199155704356,0.41250737154640593,-0.002315379989362376,0.006537855137139559,1.0081623792648315,-0.038972221314907074,0.7326287031173706,0.12402596324682236,1.4699652194976807
ch0_ch13_mav_diff_prev,temporal (ch13_mav_diff),0.40457150655071716,0.4261582778664351,-0.021586771315717956,0.006072589196264744,1.0080841779708862,-0.03825341910123825,0.723046064376831,0.12177710980176926,1.4927513599395752
ch0_ch13_rms_diff,per-channel (ch13_rms_diff),0.4040627023526223,0.4020671585926605,0.0019955437599618042,-0.0068951924331486225,1.0010939836502075,-0.036650508642196655,0.7438880205154419,0.1265450417995453,1.460820198059082
ch0_ch13_env_rms_diff,per-channel (ch13_env_rms_diff),0.40298109094304013,0.3993170314734128,0.0036640594696273343,-0.007392070721834898,1.002243161201477,-0.03786912560462952,0.7426046133041382,0.12791407108306885,1.4635511636734009
ch9_ch13_rms_diff_delta,temporal (ch13_rms_diff),0.40194047533001537,0.18152863518787596,0.2204118401421394,-0.00811733864247799,0.9982200860977173,0.0031016687862575054,0.8235273957252502,0.0027991454117000103,1.377429723739624
ch4_ch13_mav_diff_delta,temporal (ch13_mav_diff),0.3985025586014766,0.19917958594746932,0.19932297265400728,-0.006174104753881693,0.9968547821044922,-0.006328111980110407,0.808402419090271,0.007827159948647022,1.345155119895935
ch0_ch13_mav_diff,per-channel (ch13_mav_diff),0.39672346688770205,0.41611168624224526,-0.019388219354543212,-0.0070586660876870155,1.0012322664260864,-0.036282699555158615,0.7360994219779968,0.12442601472139359,1.4878872632980347
ch0_ch13_mav_diff_delta,temporal (ch13_mav_diff),0.3946405646053118,0.16505459724182975,0.22958596736348208,-0.009802654385566711,0.9992205500602722,0.0068089780397713184,0.8150700330734253,0.011004894971847534,1.3784621953964233
ch0_ch4_mav_diff_delta,temporal (ch4_mav_diff),0.3873357003643787,0.13104168553617002,0.2562940148282087,-0.003241816535592079,1.0135624408721924,0.0071344985626637936,0.7847189903259277,0.007751039229333401,1.3893743753433228
ch0_ch9_rms_diff,per-channel (ch9_rms_diff),0.3842541101067451,0.34275785341145215,0.041496256695292943,0.0012757525546476245,1.0262691974639893,-0.08074983209371567,0.9134573340415955,0.2285393923521042,1.2621479034423828
ch0_ch9_env_rms_diff,per-channel (ch9_env_rms_diff),0.383659561766197,0.3337150929809868,0.049944468785210194,0.0004853083228226751,1.0259618759155273,-0.07853493839502335,0.9102017283439636,0.21935825049877167,1.2674176692962646
ch0_ch4_env_rms_diff_roll3,temporal (ch4_env_rms_diff),0.3822249197592466,0.41857731608092436,-0.03635239632167775,-0.011331016197800636,1.012448787689209,-0.016721714287996292,0.7202479839324951,0.06404383480548859,1.5080846548080444
ch0_ch13_rms_diff_roll3,temporal (ch13_rms_diff),0.3812181774590371,0.33347764647058487,0.04774053098845221,-0.0032485031988471746,1.0004996061325073,-0.03805064409971237,0.7349886298179626,0.12598516047000885,1.4731242656707764
ch0_ch9_mav_diff,per-channel (ch9_mav_diff),0.3806469819227352,0.33310948769098137,0.04753749423175385,0.0006955324788577855,1.0206538438796997,-0.08016886562108994,0.8967784643173218,0.22321738302707672,1.28961181640625
ch0_ch13_env_rms_diff_roll3,temporal (ch13_env_rms_diff),0.3804143334108604,0.33196125630474144,0.04845307710611896,-0.0033116869162768126,1.0009124279022217,-0.03867843747138977,0.7359079122543335,0.1272122710943222,1.472779631614685
ch0_ch4_rms_diff_roll3,temporal (ch4_rms_diff),0.3797827903958382,0.41850590270962074,-0.03872311231378256,-0.012600625865161419,1.0118273496627808,-0.015708398073911667,0.7169273495674133,0.06181686371564865,1.5087970495224
ch0_ch9_env_rms_diff_prev,temporal (ch9_env_rms_diff),0.37950738345654333,0.3300940203959608,0.04941336306058253,0.0026495694182813168,0.9947449564933777,-0.0814925879240036,0.8948134183883667,0.21690185368061066,1.2743079662322998
ch4_ch9_env_rms_diff_delta,temporal (ch9_env_rms_diff),0.3794561799323122,0.11775356787724729,0.2617026120550649,-0.0008522685966454446,1.010886788368225,-0.0037934891879558563,0.7649403810501099,0.0014082381967455149,1.36288321018219
ch0_ch9_rms_diff_prev,temporal (ch9_rms_diff),0.37930976363625435,0.3381492604754662,0.041160503160788176,0.0025661529507488012,0.9958505630493164,-0.08483757078647614,0.8982085585594177,0.22542764246463776,1.2695401906967163
ch0_ch4_env_rms_diff_prev,temporal (ch4_env_rms_diff),0.3786832697936721,0.4824888424135514,-0.10380557261987927,-0.0032366777304559946,1.0108489990234375,-0.016658965498209,0.7250645160675049,0.062416017055511475,1.5032116174697876
ch0_ch4_rms_diff_prev,temporal (ch4_rms_diff),0.37787306915970165,0.4820430457989896,-0.10416997663928795,-0.0029588413890451193,1.0092570781707764,-0.016007035970687866,0.7232127785682678,0.0602785088121891,1.5022870302200317
ch9_ch13_mav_diff_delta,temporal (ch13_mav_diff),0.3763367040455538,0.16059319311493864,0.21574351093061517,-0.007872343994677067,0.9975449442863464,0.002623414620757103,0.8017328381538391,0.005599806550890207,1.3924064636230469
ch0_ch9_mav_diff_prev,temporal (ch9_mav_diff),0.37585662384015905,0.3297642513540513,0.04609237248610776,0.002338409423828125,0.9943053126335144,-0.08369729667901993,0.8869580030441284,0.22156819701194763,1.2943313121795654
ch0_ch4_mav_diff_roll3,temporal (ch4_mav_diff),0.3738298547962548,0.43815522733750606,-0.06432537254125126,-0.011186650022864342,1.011498212814331,-0.016571084037423134,0.7025613188743591,0.06308665871620178,1.531592845916748
ch0_ch4_env_rms_diff,per-channel (ch4_env_rms_diff),0.3737309323144003,0.4808956654607411,-0.10716473314634078,-0.007191377691924572,1.015526533126831,-0.015287269838154316,0.7293055057525635,0.06415019184350967,1.49898362159729
ch0_ch13_mav_diff_roll3,temporal (ch13_mav_diff),0.37259307876286607,0.35510085398220415,0.017492224780661925,-0.0030399225652217865,1.000181794166565,-0.03749693185091019,0.7231077551841736,0.12344874441623688,1.4975032806396484
ch0_ch4_rms_diff,per-channel (ch4_rms_diff),0.37171120479790476,0.4787075398286396,-0.10699633503073486,-0.008676307275891304,1.0155962705612183,-0.014091355726122856,0.7259493470191956,0.061544269323349,1.4996446371078491
ch0_ch4_mav_diff_prev,temporal (ch4_mav_diff),0.3715892889965454,0.5004247971069846,-0.1288355081104392,-0.003056732239201665,1.008711576461792,-0.016857346519827843,0.7093837857246399,0.061372656375169754,1.526787281036377
ch4_ch9_rms_diff_delta,temporal (ch9_rms_diff),0.3691065538372662,0.11784189422998495,0.2512646596072813,0.00047708104830235243,1.0104665756225586,-0.0031866806093603373,0.7784438133239746,0.0021358623635023832,1.3578459024429321
ch0_ch4_mav_diff,per-channel (ch4_mav_diff),0.36794258626612947,0.49972231214653606,-0.1317797258804066,-0.0074554611928761005,1.0150834321975708,-0.014597326517105103,0.7154878973960876,0.06322842836380005,1.5237023830413818
ch0_ch9_rms_diff_roll3,temporal (ch9_rms_diff),0.3605732980593232,0.28029995365855676,0.08027334440076644,0.0036046116147190332,1.0099689960479736,-0.08459166437387466,0.8984748721122742,0.2310102880001068,1.2670899629592896
ch0_ch9_env_rms_diff_roll3,temporal (ch9_env_rms_diff),0.3598446827940358,0.2722717785209563,0.08757290427307951,0.0026949604507535696,1.009962558746338,-0.08129531890153885,0.8954218626022339,0.2216576784849167,1.2733039855957031
ch0_ch9_mav_diff_roll3,temporal (ch9_mav_diff),0.3568311412794597,0.2736207895516039,0.08321035172785579,0.002734946785494685,1.0080803632736206,-0.08335798978805542,0.8843871355056763,0.2264624685049057,1.2927237749099731
ch4_ch13_env_rms_ratio_prev,temporal (ch13_env_rms_ratio),0.3549365969417787,0.25996072471108445,0.09497587223069426,0.008101409301161766,0.9996035099029541,-0.009026716463267803,0.9606825709342957,0.045832544565200806,1.1868523359298706
ch4_ch13_rms_ratio_prev,temporal (ch13_rms_ratio),0.3524257420561444,0.2523075050215546,0.10011823703458983,0.008278138935565948,0.9995030760765076,-0.010966078378260136,0.9573979377746582,0.05064604431390762,1.194928526878357
ch4_ch13_mav_ratio_prev,temporal (ch13_mav_ratio),0.3462648536729964,0.2510652471357118,0.0951996065372846,0.00796752329915762,0.9991452693939209,-0.00883488543331623,0.9528822898864746,0.045809306204319,1.1992741823196411
ch4_ch9_mav_diff_delta,temporal (ch9_mav_diff),0.3431184675025126,0.13114680927415828,0.21197165822835434,-0.0002170005172956735,1.0088341236114502,-0.0048806373961269855,0.7536472082138062,-0.001551732886582613,1.406418800354004
ch0_ch13_rms_ratio_prev,temporal (ch13_rms_ratio),0.3370762829526521,0.16048306973814858,0.1765932132145035,0.012631095945835114,1.0055516958236694,-0.008273614570498466,0.8380078077316284,0.044051509350538254,1.3329936265945435
ch0_ch13_env_rms_ratio_prev,temporal (ch13_env_rms_ratio),0.3336616887459074,0.15938303490738245,0.17427865383852495,0.012755682691931725,1.005063772201538,-0.007108793593943119,0.8447787165641785,0.03985345736145973,1.3312681913375854
ch9_ch13_env_rms_diff_prev,temporal (ch13_env_rms_diff),0.32996515535328325,0.42568770332235056,-0.09572254796906732,0.00429689371958375,1.0078191757202148,-0.003862327430397272,0.7360280752182007,0.025522956624627113,1.5014287233352661
ch0_ch9_env_rms_diff_delta,temporal (ch9_env_rms_diff),0.32921340230744095,0.15561869415377289,0.17359470815366806,-0.0011036150390282273,1.0136915445327759,0.00889215711504221,0.95428067445755,0.01690952107310295,1.1917059421539307
ch9_ch13_rms_diff_roll3,temporal (ch13_rms_diff),0.32886347373260433,0.3929478435027889,-0.06408436977018456,-0.006172162014991045,0.998865008354187,-0.00060463254339993,0.7322622537612915,0.018002253025770187,1.5023866891860962
ch9_ch13_rms_diff_prev,temporal (ch13_rms_diff),0.32885999053200815,0.429403763109872,-0.10054377257786384,0.004384276457130909,1.0068480968475342,-0.0010030310368165374,0.7413917183876038,0.01821931079030037,1.500238299369812
ch9_ch13_env_rms_diff_roll3,temporal (ch13_env_rms_diff),0.32880741736211194,0.39135000578806234,-0.0625425884259504,-0.005637649446725845,0.9998306035995483,-0.0037510208785533905,0.7300664186477661,0.025342321023344994,1.5029876232147217
ch0_ch13_mav_ratio_prev,temporal (ch13_mav_ratio),0.32868219727825837,0.15902257743612644,0.16965961984213193,0.012586209923028946,1.0045453310012817,-0.006864187307655811,0.8342016339302063,0.03917232155799866,1.3464447259902954
ch9_ch13_mav_diff_prev,temporal (ch13_mav_diff),0.3266257406795032,0.44102501732641236,-0.11439927664690919,0.004175173584371805,1.0072619915008545,-0.0023150111082941294,0.7325394749641418,0.02098921872675419,1.5137220621109009
ch9_ch13_mav_diff_roll3,temporal (ch13_mav_diff),0.32406566355376154,0.40749479094566116,-0.08342912739189962,-0.005324788391590118,0.9989579916000366,-0.0020635551773011684,0.7245947122573853,0.02072710357606411,1.5168142318725586
ch0_ch9_rms_diff_delta,temporal (ch9_rms_diff),0.3236775704578477,0.1553532528903217,0.16832431756752597,-0.0003724601701833308,1.014509916305542,0.010426594875752926,0.9493768215179443,0.016293490305542946,1.2111722230911255
ch9_ch13_env_rms_diff,per-channel (ch13_env_rms_diff),0.3213500350149161,0.41954381718620626,-0.09819378217129016,-0.007309746462851763,0.9993594884872437,-0.0032860024366527796,0.7366114854812622,0.026015041396021843,1.4955470561981201
ch9_ch13_rms_diff,per-channel (ch13_rms_diff),0.32098051393598215,0.4231184292564244,-0.10213791532044225,-0.007262284401804209,0.998309850692749,-3.408660995773971e-05,0.7374277114868164,0.018882323056459427,1.4932570457458496
ch0_ch13_rms_ratio,per-channel (ch13_rms_ratio),0.31879152070004874,0.17142808495353928,0.14736343574650945,-0.0068317679688334465,0.9981963634490967,-0.008157926611602306,0.8327687978744507,0.04034237936139107,1.3293966054916382
ch0_ch9_rms_ratio_prev,temporal (ch9_rms_ratio),0.31698259130437234,0.24521221486236175,0.07177037644201059,0.005059084389358759,0.9921336770057678,-0.04348752275109291,0.9879521727561951,0.1251191645860672,1.0171020030975342
ch4_ch13_rms_diff_roll3,temporal (ch13_rms_diff),0.31694997686376863,0.22163793119811342,0.09531204566565521,0.002777179703116417,1.0029217004776,-0.052634164690971375,0.8270466327667236,0.14217014610767365,1.3574832677841187
ch9_ch13_mav_diff,per-channel (ch13_mav_diff),0.3168957120179346,0.4358312390959508,-0.11893552707801619,-0.007049259264022112,0.9978809356689453,-0.0014668714720755816,0.72659832239151,0.022148963063955307,1.509970784187317
ch0_ch13_rms_ratio_roll3,temporal (ch13_rms_ratio),0.3165347963680217,0.16536763585042555,0.15116716051759613,-0.0020138672553002834,1.0040678977966309,-0.009586820378899574,0.8232199549674988,0.04325662553310394,1.3570233583450317
ch0_ch9_env_rms_ratio_prev,temporal (ch9_env_rms_ratio),0.31589881209413606,0.23834799030608864,0.07755082178804742,0.00522313266992569,0.9923383593559265,-0.04193669557571411,0.9906052947044373,0.1223965734243393,1.021906852722168
ch0_rms_roll5,temporal (rms),0.31502876173662725,0.5734162572074615,-0.2583874954708342,0.007657807320356369,1.0026533603668213,-0.223158597946167,0.7691430449485779,0.581074059009552,1.2586506605148315
ch0_ch13_env_rms_ratio,per-channel (ch13_env_rms_ratio),0.31421810554544466,0.17210373167805965,0.142114373867385,-0.0068012867122888565,0.99845951795578,-0.007481939624994993,0.8289154767990112,0.0366240032017231,1.3289711475372314
ch0_env_rms_roll5,temporal (env_rms),0.3141796848914529,0.5671749694150237,-0.25299528452357073,0.007295394781976938,1.0019458532333374,-0.22045573592185974,0.7732909321784973,0.5744704008102417,1.2587645053863525
ch4_ch13_rms_diff_prev,temporal (ch13_rms_diff),0.3127872203680279,0.23368298117380187,0.07910423919422604,0.007893858477473259,1.0048935413360596,-0.051230981945991516,0.8324209451675415,0.13724009692668915,1.3559108972549438
ch0_ch13_env_rms_ratio_roll3,temporal (ch13_env_rms_ratio),0.31253444845946854,0.1673935064910682,0.14514094196840033,-0.0017748195677995682,1.0039602518081665,-0.008556137792766094,0.825996994972229,0.039260443300008774,1.3570927381515503
ch0_mav_roll5,temporal (mav),0.3115556107933527,0.5694408805949602,-0.25788526980160753,0.007291311863809824,1.0020923614501953,-0.2213224172592163,0.7697975635528564,0.5767321586608887,1.264351725578308
